StartDate,SleptAt,AwokeAt,Duration
29/07/2014,"July 30, 2014 at 01:05a.m.",30/07/2014 09:04:00,479
30/07/2014,"July 31, 2014 at 01:48a.m.",31/07/2014 12:53:00,665
31/07/2014,"August 01, 2014 at 01:46a.m.",01/08/2014 07:19:00,333
01/08/2014,"August 02, 2014 at 01:18a.m.",02/08/2014 10:24:00,546
02/08/2014,"August 03, 2014 at 03:51a.m.",03/08/2014 15:12:00,681
03/08/2014,"August 04, 2014 at 04:44a.m.",04/08/2014 12:35:00,471
04/08/2014,"August 05, 2014 at 04:11a.m.",05/08/2014 10:54:00,403
05/08/2014,"August 06, 2014 at 01:15a.m.",06/08/2014 06:21:00,306
06/08/2014,"August 07, 2014 at 12:37a.m.",07/08/2014 07:02:00,385
07/08/2014,"August 08, 2014 at 12:01a.m.",08/08/2014 07:38:00,457
08/08/2014,"August 09, 2014 at 01:49a.m.",09/08/2014 07:36:00,347
09/08/2014,"August 09, 2014 at 11:31p.m.",10/08/2014 07:40:00,489
10/08/2014,"August 11, 2014 at 12:51a.m.",11/08/2014 07:44:00,413
11/08/2014,"August 12, 2014 at 12:40a.m.",12/08/2014 07:46:00,426
12/08/2014,"August 13, 2014 at 12:07a.m.",13/08/2014 08:31:00,504
13/08/2014,"August 14, 2014 at 01:22a.m.",14/08/2014 09:13:00,471
14/08/2014,"August 14, 2014 at 08:15a.m.",14/08/2014 14:31:00,376
15/08/2014,"August 16, 2014 at 03:41a.m.",16/08/2014 12:03:00,502
16/08/2014,"August 17, 2014 at 01:00a.m.",17/08/2014 13:10:00,730
17/08/2014,"August 18, 2014 at 01:39a.m.",18/08/2014 12:52:00,673
18/08/2014,"August 19, 2014 at 03:18a.m.",19/08/2014 14:23:00,665
19/08/2014,"August 19, 2014 at 09:30a.m.",19/08/2014 10:53:00,83
20/08/2014,"August 21, 2014 at 03:51a.m.",21/08/2014 10:54:00,423
21/08/2014,"August 22, 2014 at 03:00a.m.",22/08/2014 10:25:00,445
22/08/2014,"August 23, 2014 at 01:43a.m.",23/08/2014 09:13:00,450
23/08/2014,"August 24, 2014 at 01:43a.m.",24/08/2014 12:02:00,619
24/08/2014,"August 25, 2014 at 04:18a.m.",25/08/2014 12:13:00,475
25/08/2014,"August 26, 2014 at 03:21a.m.",26/08/2014 12:31:00,550
26/08/2014,"August 27, 2014 at 03:12a.m.",27/08/2014 11:31:00,499
27/08/2014,"August 27, 2014 at 06:24a.m.",27/08/2014 12:11:00,347
28/08/2014,"August 29, 2014 at 01:00a.m.",29/08/2014 06:10:00,310
29/08/2014,"August 29, 2014 at 11:40p.m.",30/08/2014 15:03:00,923
30/08/2014,"August 31, 2014 at 04:12a.m.",31/08/2014 13:12:00,540
31/08/2014,"September 01, 2014 at 03:59a.m.",01/09/2014 14:49:00,650
01/09/2014,"September 02, 2014 at 02:44a.m.",02/09/2014 07:36:00,292
02/09/2014,"September 02, 2014 at 11:33p.m.",03/09/2014 09:45:00,612
03/09/2014,"September 03, 2014 at 11:19p.m.",04/09/2014 07:33:00,494
04/09/2014,"September 05, 2014 at 02:59a.m.",05/09/2014 10:21:00,442
05/09/2014,"September 06, 2014 at 02:40a.m.",06/09/2014 07:50:00,310
06/09/2014,"September 07, 2014 at 04:08a.m.",07/09/2014 09:41:00,333
07/09/2014,"September 08, 2014 at 04:02a.m.",08/09/2014 11:42:00,460
08/09/2014,"September 08, 2014 at 11:55p.m.",09/09/2014 07:30:00,455
09/09/2014,"September 10, 2014 at 04:58a.m.",10/09/2014 12:31:00,453
10/09/2014,"September 11, 2014 at 12:13a.m.",11/09/2014 06:18:00,365
11/09/2014,"September 12, 2014 at 12:03a.m.",12/09/2014 06:39:00,396
12/09/2014,"September 12, 2014 at 10:57p.m.",13/09/2014 08:04:00,547
13/09/2014,"September 14, 2014 at 02:30a.m.",14/09/2014 10:40:00,490
14/09/2014,"September 15, 2014 at 02:15a.m.",15/09/2014 08:57:00,402
15/09/2014,"September 15, 2014 at 11:36p.m.",16/09/2014 07:51:00,495
16/09/2014,"September 17, 2014 at 02:13a.m.",17/09/2014 07:20:00,307
17/09/2014,"September 17, 2014 at 11:55p.m.",18/09/2014 07:50:00,475
18/09/2014,"September 18, 2014 at 11:24p.m.",19/09/2014 07:51:00,507
19/09/2014,"September 20, 2014 at 12:05a.m.",20/09/2014 07:22:00,437
20/09/2014,"September 21, 2014 at 05:05a.m.",21/09/2014 11:21:00,376
21/09/2014,"September 22, 2014 at 04:16a.m.",22/09/2014 11:10:00,414
22/09/2014,"September 23, 2014 at 12:58a.m.",23/09/2014 07:16:00,378
23/09/2014,"September 23, 2014 at 10:48p.m.",24/09/2014 06:21:00,453
24/09/2014,"September 25, 2014 at 12:49a.m.",25/09/2014 07:23:00,394
25/09/2014,"September 25, 2014 at 10:56p.m.",26/09/2014 07:45:00,529
26/09/2014,"September 27, 2014 at 04:20a.m.",27/09/2014 12:40:00,500
27/09/2014,"September 28, 2014 at 04:15a.m.",28/09/2014 12:40:00,505
28/09/2014,"September 29, 2014 at 01:45a.m.",29/09/2014 09:30:00,465
29/09/2014,"September 30, 2014 at 01:23a.m.",30/09/2014 08:03:00,400
30/09/2014,"September 30, 2014 at 10:45p.m.",01/10/2014 06:10:00,445
01/10/2014,"October 02, 2014 at 12:00a.m.",02/10/2014 06:24:00,384
02/10/2014,"October 03, 2014 at 01:17a.m.",03/10/2014 09:10:00,473
03/10/2014,"October 03, 2014 at 11:58p.m.",04/10/2014 06:40:00,402
04/10/2014,"October 05, 2014 at 05:08a.m.",05/10/2014 13:34:00,506
05/10/2014,"October 05, 2014 at 11:23p.m.",06/10/2014 09:10:00,587
06/10/2014,"October 07, 2014 at 12:28a.m.",07/10/2014 07:10:00,402
07/10/2014,"October 08, 2014 at 11:34p.m.",09/10/2014 07:04:00,450
09/10/2014,"October 10, 2014 at 02:31a.m.",10/10/2014 08:51:00,380
10/10/2014,"October 10, 2014 at 11:05p.m.",11/10/2014 07:39:00,514
11/10/2014,"October 12, 2014 at 02:18a.m.",12/10/2014 10:36:00,498
13/10/2014,"October 14, 2014 at 05:28a.m.",14/10/2014 13:21:00,473
14/10/2014,"October 15, 2014 at 12:06a.m.",15/10/2014 07:21:00,435
15/10/2014,"October 16, 2014 at 03:20a.m.",16/10/2014 09:16:00,356
16/10/2014,"October 17, 2014 at 12:18a.m.",17/10/2014 10:12:00,594
17/10/2014,"October 17, 2014 at 11:29p.m.",18/10/2014 10:02:00,633
19/10/2014,"October 20, 2014 at 01:10a.m.",20/10/2014 10:57:00,587
20/10/2014,"October 21, 2014 at 03:32a.m.",21/10/2014 07:17:00,225
21/10/2014,"October 21, 2014 at 11:38p.m.",22/10/2014 08:35:00,537
22/10/2014,"October 23, 2014 at 12:19a.m.",23/10/2014 07:03:00,404
23/10/2014,"October 23, 2014 at 11:02p.m.",24/10/2014 08:12:00,550
25/10/2014,"October 26, 2014 at 04:28a.m.",26/10/2014 11:48:00,440
26/10/2014,"October 27, 2014 at 12:28a.m.",27/10/2014 09:56:00,568
27/10/2014,"October 28, 2014 at 12:57a.m.",28/10/2014 07:09:00,372
28/10/2014,"October 29, 2014 at 12:37a.m.",29/10/2014 09:38:00,541
29/10/2014,"October 30, 2014 at 12:41a.m.",30/10/2014 08:33:00,472
30/10/2014,"October 31, 2014 at 01:33a.m.",31/10/2014 08:31:00,418
31/10/2014,"October 31, 2014 at 11:52p.m.",01/11/2014 08:40:00,528
01/11/2014,"November 02, 2014 at 04:13a.m.",02/11/2014 11:54:00,461
02/11/2014,"November 03, 2014 at 03:45a.m.",03/11/2014 11:14:00,449
03/11/2014,"November 04, 2014 at 01:02a.m.",04/11/2014 07:30:00,388
04/11/2014,"November 05, 2014 at 12:12a.m.",05/11/2014 07:48:00,456
05/11/2014,"November 05, 2014 at 11:59p.m.",06/11/2014 11:46:00,707
06/11/2014,"November 06, 2014 at 11:18p.m.",07/11/2014 07:24:00,486
07/11/2014,"November 07, 2014 at 11:14p.m.",08/11/2014 12:10:00,776
08/11/2014,"November 09, 2014 at 01:56a.m.",09/11/2014 09:40:00,464
09/11/2014,"November 10, 2014 at 11:45p.m.",11/11/2014 05:56:00,371
10/11/2014,"November 11, 2014 at 10:33p.m.",12/11/2014 08:24:00,591
12/11/2014,"November 13, 2014 at 01:59a.m.",13/11/2014 09:10:00,431
13/11/2014,"November 13, 2014 at 11:12p.m.",14/11/2014 07:55:00,523
14/11/2014,"November 14, 2014 at 11:17p.m.",15/11/2014 07:20:00,483
15/11/2014,"November 16, 2014 at 02:33a.m.",16/11/2014 09:23:00,410
16/11/2014,"November 17, 2014 at 03:08a.m.",17/11/2014 11:52:00,524
17/11/2014,"November 17, 2014 at 11:49p.m.",18/11/2014 07:01:00,432
18/11/2014,"November 18, 2014 at 11:45p.m.",19/11/2014 05:35:00,350
19/11/2014,"November 20, 2014 at 01:04a.m.",20/11/2014 09:04:00,480
20/11/2014,"November 20, 2014 at 11:44p.m.",21/11/2014 07:18:00,454
21/11/2014,"November 21, 2014 at 11:22p.m.",22/11/2014 07:00:00,458
22/11/2014,"November 23, 2014 at 03:24a.m.",23/11/2014 12:25:00,541
23/11/2014,"November 24, 2014 at 12:40a.m.",24/11/2014 12:06:00,686
24/11/2014,"November 25, 2014 at 12:58a.m.",25/11/2014 10:50:00,592
25/11/2014,"November 26, 2014 at 01:55a.m.",26/11/2014 08:18:00,383
26/11/2014,"November 26, 2014 at 10:30p.m.",27/11/2014 04:02:00,332
27/11/2014,"November 27, 2014 at 11:26p.m.",28/11/2014 08:25:00,539
28/11/2014,"November 29, 2014 at 12:53a.m.",29/11/2014 07:16:00,383
29/11/2014,"November 30, 2014 at 02:56a.m.",30/11/2014 11:08:00,492
30/11/2014,"December 01, 2014 at 03:58a.m.",01/12/2014 12:51:00,533
01/12/2014,"December 02, 2014 at 09:14p.m.",03/12/2014 12:29:00,915
03/12/2014,"December 04, 2014 at 02:10a.m.",04/12/2014 09:43:00,453
04/12/2014,"December 04, 2014 at 11:22p.m.",05/12/2014 09:18:00,596
05/12/2014,"December 05, 2014 at 11:13p.m.",06/12/2014 08:32:00,559
06/12/2014,"December 07, 2014 at 12:00a.m.",07/12/2014 05:09:00,309
07/12/2014,"December 08, 2014 at 04:52a.m.",08/12/2014 16:13:00,681
08/12/2014,"December 09, 2014 at 12:59a.m.",09/12/2014 09:04:00,485
09/12/2014,"December 10, 2014 at 12:00a.m.",10/12/2014 12:09:00,729
10/12/2014,"December 11, 2014 at 12:23a.m.",11/12/2014 09:13:00,530
11/12/2014,"December 12, 2014 at 01:15a.m.",12/12/2014 09:33:00,498
12/12/2014,"December 13, 2014 at 02:31a.m.",13/12/2014 09:19:00,408
13/12/2014,"December 14, 2014 at 12:21a.m.",14/12/2014 10:05:00,584
14/12/2014,"December 15, 2014 at 02:52a.m.",15/12/2014 12:30:00,578
15/12/2014,"December 16, 2014 at 02:46a.m.",16/12/2014 10:46:00,480
16/12/2014,"December 16, 2014 at 10:19p.m.",17/12/2014 06:07:00,468
17/12/2014,"December 18, 2014 at 01:08a.m.",18/12/2014 09:39:00,511
18/12/2014,"December 19, 2014 at 03:21a.m.",19/12/2014 10:49:00,448
19/12/2014,"December 19, 2014 at 11:00a.m.",19/12/2014 12:00:00,60
20/12/2014,"December 21, 2014 at 01:36a.m.",21/12/2014 15:21:00,825
21/12/2014,"December 22, 2014 at 05:00a.m.",22/12/2014 09:11:00,251
22/12/2014,"December 23, 2014 at 01:35a.m.",23/12/2014 11:32:00,597
23/12/2014,"December 24, 2014 at 03:43a.m.",24/12/2014 07:47:00,244
24/12/2014,"December 25, 2014 at 02:27a.m.",25/12/2014 11:52:00,565
25/12/2014,"December 26, 2014 at 02:05a.m.",26/12/2014 10:02:00,477
26/12/2014,"December 27, 2014 at 04:49a.m.",27/12/2014 11:08:00,379
27/12/2014,"December 28, 2014 at 06:11a.m.",28/12/2014 13:39:00,448
28/12/2014,"December 29, 2014 at 03:30a.m.",29/12/2014 13:52:00,622
29/12/2014,"December 30, 2014 at 03:29a.m.",30/12/2014 06:06:00,157
30/12/2014,"December 31, 2014 at 12:23a.m.",31/12/2014 09:29:00,546
31/12/2014,"January 01, 2015 at 03:51a.m.",01/01/2015 06:03:00,132
01/01/2015,"January 02, 2015 at 01:01a.m.",02/01/2015 10:34:00,573
02/01/2015,"January 03, 2015 at 01:49a.m.",03/01/2015 09:35:00,466
03/01/2015,"January 04, 2015 at 12:16a.m.",04/01/2015 09:57:00,581
04/01/2015,"January 05, 2015 at 01:21a.m.",05/01/2015 06:34:00,313
05/01/2015,"January 05, 2015 at 11:11p.m.",06/01/2015 08:04:00,533
06/01/2015,"January 07, 2015 at 01:12a.m.",07/01/2015 08:07:00,415
07/01/2015,"January 08, 2015 at 12:53a.m.",08/01/2015 08:11:00,438
08/01/2015,"January 09, 2015 at 12:34a.m.",09/01/2015 08:10:00,456
09/01/2015,"January 10, 2015 at 02:35a.m.",10/01/2015 12:47:00,612
11/01/2015,"January 12, 2015 at 12:11a.m.",12/01/2015 08:10:00,479
12/01/2015,"January 13, 2015 at 12:15a.m.",13/01/2015 08:11:00,476
13/01/2015,"January 14, 2015 at 12:39a.m.",14/01/2015 08:19:00,460
14/01/2015,"January 15, 2015 at 01:54a.m.",15/01/2015 07:57:00,363
16/01/2015,"January 17, 2015 at 02:50a.m.",17/01/2015 11:02:00,492
17/01/2015,"January 18, 2015 at 01:50a.m.",18/01/2015 09:53:00,483
18/01/2015,"January 18, 2015 at 11:27p.m.",19/01/2015 08:24:00,537
19/01/2015,"January 20, 2015 at 01:35a.m.",20/01/2015 08:25:00,381
20/01/2015,"January 21, 2015 at 01:10a.m.",21/01/2015 08:13:00,407
21/01/2015,"January 22, 2015 at 01:12a.m.",22/01/2015 08:05:00,401
22/01/2015,"January 23, 2015 at 12:43a.m.",23/01/2015 08:26:00,450
23/01/2015,"January 24, 2015 at 12:37a.m.",24/01/2015 10:25:00,564
24/01/2015,"January 25, 2015 at 02:30a.m.",25/01/2015 11:00:00,488
25/01/2015,"January 26, 2015 at 12:44a.m.",26/01/2015 08:37:00,473
26/01/2015,"January 27, 2015 at 12:39a.m.",27/01/2015 08:31:00,444
27/01/2015,"January 28, 2015 at 01:21a.m.",28/01/2015 08:37:00,395
28/01/2015,"January 29, 2015 at 12:50a.m.",29/01/2015 08:45:00,448
29/01/2015,"January 29, 2015 at 11:46p.m.",30/01/2015 08:22:00,494
30/01/2015,"January 31, 2015 at 04:01a.m.",31/01/2015 10:58:00,381
31/01/2015,"February 01, 2015 at 03:15a.m.",01/02/2015 10:58:00,452
01/02/2015,"February 02, 2015 at 12:56a.m.",02/02/2015 08:57:00,446
02/02/2015,"February 03, 2015 at 01:13a.m.",03/02/2015 08:50:00,457
03/02/2015,"February 04, 2015 at 12:41a.m.",04/02/2015 08:36:00,449
04/02/2015,"February 05, 2015 at 12:56a.m.",05/02/2015 08:51:00,475
05/02/2015,"February 05, 2015 at 11:55p.m.",06/02/2015 08:42:00,527
06/02/2015,"February 07, 2015 at 04:54a.m.",07/02/2015 11:55:00,421
07/02/2015,"February 08, 2015 at 12:15a.m.",08/02/2015 08:54:00,519
08/02/2015,"February 09, 2015 at 12:45a.m.",09/02/2015 08:40:00,475
09/02/2015,"February 10, 2015 at 01:15a.m.",10/02/2015 08:38:00,443
10/02/2015,"February 11, 2015 at 01:12a.m.",11/02/2015 08:36:00,444
11/02/2015,"February 12, 2015 at 12:20a.m.",12/02/2015 08:48:00,508
12/02/2015,"February 13, 2015 at 12:47a.m.",13/02/2015 08:28:00,461
13/02/2015,"February 14, 2015 at 02:28a.m.",14/02/2015 09:56:00,448
14/02/2015,"February 15, 2015 at 12:40a.m.",15/02/2015 09:22:00,522
15/02/2015,"February 16, 2015 at 01:46a.m.",16/02/2015 08:39:00,413
16/02/2015,"February 17, 2015 at 01:09a.m.",17/02/2015 08:24:00,435
17/02/2015,"February 17, 2015 at 11:33p.m.",18/02/2015 08:35:00,542
18/02/2015,"February 19, 2015 at 12:51a.m.",19/02/2015 08:44:00,473
19/02/2015,"February 20, 2015 at 12:28a.m.",20/02/2015 08:56:00,508
20/02/2015,"February 21, 2015 at 01:42a.m.",21/02/2015 06:30:00,288
21/02/2015,"February 22, 2015 at 12:38a.m.",22/02/2015 08:50:00,492
22/02/2015,"February 23, 2015 at 12:23a.m.",23/02/2015 08:15:00,472
23/02/2015,"February 23, 2015 at 11:50p.m.",24/02/2015 08:22:00,512
24/02/2015,"February 25, 2015 at 12:13a.m.",25/02/2015 08:24:00,491
27/02/2015,"February 28, 2015 at 03:14a.m.",28/02/2015 10:32:00,438
28/02/2015,"March 01, 2015 at 04:20a.m.",01/03/2015 07:24:00,184
01/03/2015,"March 01, 2015 at 11:54p.m.",02/03/2015 08:56:00,542
05/03/2015,"March 06, 2015 at 12:13a.m.",06/03/2015 08:27:00,494
06/03/2015,"March 07, 2015 at 12:14a.m.",07/03/2015 08:43:00,509
07/03/2015,"March 08, 2015 at 02:51a.m.",08/03/2015 09:06:00,375
08/03/2015,"March 09, 2015 at 01:38a.m.",09/03/2015 09:10:00,452
09/03/2015,"March 10, 2015 at 12:04a.m.",10/03/2015 08:46:00,522
11/03/2015,"March 12, 2015 at 12:00a.m.",12/03/2015 08:52:00,532
12/03/2015,"March 13, 2015 at 12:00a.m.",13/03/2015 08:46:00,526
13/03/2015,"March 14, 2015 at 04:39a.m.",14/03/2015 10:53:00,374
14/03/2015,"March 15, 2015 at 02:05a.m.",15/03/2015 11:04:00,539
15/03/2015,"March 16, 2015 at 01:38a.m.",16/03/2015 09:13:00,455
18/03/2015,"March 19, 2015 at 12:47a.m.",19/03/2015 08:59:00,492
19/03/2015,"March 20, 2015 at 02:00a.m.",20/03/2015 09:06:00,426
20/03/2015,"March 21, 2015 at 02:24a.m.",21/03/2015 11:21:00,537
21/03/2015,"March 22, 2015 at 03:57a.m.",22/03/2015 11:01:00,424
22/03/2015,"March 23, 2015 at 01:37a.m.",23/03/2015 08:28:00,411
28/03/2015,"March 29, 2015 at 03:27a.m.",29/03/2015 09:11:00,344
29/03/2015,"March 30, 2015 at 03:50a.m.",30/03/2015 10:51:00,421
30/03/2015,"March 31, 2015 at 04:23a.m.",31/03/2015 09:59:00,336
31/03/2015,"April 01, 2015 at 01:40a.m.",01/04/2015 08:03:00,383
01/04/2015,"April 02, 2015 at 01:02a.m.",02/04/2015 10:50:00,588
02/04/2015,"April 03, 2015 at 02:47a.m.",03/04/2015 08:56:00,369
03/04/2015,"April 04, 2015 at 08:59p.m.",05/04/2015 08:04:00,665
05/04/2015,"April 06, 2015 at 01:41a.m.",06/04/2015 08:10:00,389
07/04/2015,"April 08, 2015 at 01:16a.m.",08/04/2015 08:09:00,413
08/04/2015,"April 08, 2015 at 11:16p.m.",09/04/2015 08:10:00,534
09/04/2015,"April 09, 2015 at 11:07p.m.",10/04/2015 08:38:00,571
10/04/2015,"April 11, 2015 at 01:44a.m.",11/04/2015 08:41:00,417
11/04/2015,"April 12, 2015 at 03:20a.m.",12/04/2015 07:17:00,237
12/04/2015,"April 12, 2015 at 10:22p.m.",13/04/2015 09:09:00,647
13/04/2015,"April 13, 2015 at 11:35p.m.",14/04/2015 07:58:00,503
14/04/2015,"April 15, 2015 at 01:59a.m.",15/04/2015 08:21:00,382
17/04/2015,"April 18, 2015 at 03:33a.m.",18/04/2015 12:09:00,516
18/04/2015,"April 19, 2015 at 01:19a.m.",19/04/2015 12:03:00,644
19/04/2015,"April 20, 2015 at 02:13a.m.",20/04/2015 08:25:00,372
20/04/2015,"April 21, 2015 at 12:57a.m.",21/04/2015 09:38:00,521
21/04/2015,"April 22, 2015 at 04:28a.m.",22/04/2015 09:18:00,290
