x,y
20.95,234.57
21,262.116
20.16,209.29
20.12,122.79
19.83,215.652
19.67,207.202
19.65,118.628
19.34,120.198
19.22,136.834
20.48,236.184
20.83,182.9
22.4,421.14
22.1,257.9
22.37,248.03
23.26,294.356
24.19,362.112
23.72,337.79
24.54,353.744
24.99,375.758
24.99,362.484
24.75,219.206
24.39,273.972
23.6,475.052
23.91,370.834
24.78,277.014
24.19,497.532
25.25,355.694
24.23,253.71
23.91,482.234
24.37,729.57
24.93,440.18
24.45,305.61
25,277.994
25.25,275.886
25.1,221.27
25.67,227.628
25.74,224.542
26.25,248.1
25.7,182.096
25.83,239.218
25.43,194.634
25.57,159.764
25.25,161.778
24.79,174.406
25.27,174.71
25.52,179.096
25.5,199.286
25.07,142.732
25.34,163.352
25.36,149.3
26.23,226.032
27.68,408.062
27.55,245.304
27.63,193.054
28,202.652
27.61,319.764
26.91,348.284
26.65,195.264
27.01,168.796
28.51,303.642
30.19,447.546
30.29,263.652
30.72,222.988
30.36,320.828
30.4,345.466
28.98,420.244
29.66,427.1
29.53,191.268
30.2,427.572
28.66,362.174
27.99,204.106
29.95,393.478
29.89,265.66
29.75,211.68
30.79,388.91
31.62,271.926
32.82,329.138
33.19,278.782
32.49,255.358
32.15,171.552
31.94,218.476
32.1,200.556
33,283.446
33.49,259.432
33.36,210.512
33.65,202.276
34.41,195.658
35,159.006
35.72,254.752
35.44,323.772
35.79,456.632
33,684.168
32.92,371.47
33.05,597.706
32.77,265.092
32.8,190.96
31.65,263.086
31.05,265.022
31.54,321.388
31.4,251.134
32.15,203.174
33.87,358.44
32.94,246.878
32.98,138.118
32.69,169.492
31.95,173.408
31.88,175.67
31.8,159.272
31.22,183.942
31.14,166.732
30.05,323.32
29.4,209.556
29.33,171.29
29.2,170.364
29.95,211.682
30,189.164
29.85,126.464
30.12,94.26
31.37,201.568
32.29,274.136
32.34,158.942
32.99,252.79
33.35,208.77
32.08,102.108
32.15,107.154
32.43,119.148
32.6,106.484
33.4,160.744
34.24,275.26
34.4,224.076
35.21,306.002
35.95,337.208
35.67,220.176
36.8,470.702
35.2,283.822
34.97,261.16
35.25,228.524
35.07,129.894
35.87,245.416
36.48,252.65
37.83,355.708
37.8,236.088
36.91,231.26
38.06,317.206
38.25,315.94
37.45,275.35
36.84,245.48
36.25,234.336
36.25,212.03
36.72,353.834
38,300.4
39.55,338.548
39.88,201.354
39.9,439.82
39.44,465.096
43.72,1106.248
43.31,360.792
43,252.078
42.85,214.328
42.81,232.286
42.5,192.998
42.9,263.15
42.74,170.926
43.29,224.564
42.59,239.81
41.25,349.604
40.78,287.866
41.46,174.9
43.07,258.686
43.98,277.848
44.55,332.598
44,193.94
44.77,213.674
44.03,172.918
44.26,150.542
43.72,232.572
43.35,182.156
42.5,170.512
41.63,196.986
42.58,219.758
43.59,192.952
43.37,187.396
41.08,422.044
40.99,352.458
39.61,379.42
39.96,217.604
39.72,202.272
41.87,246.79
42.7,228.638
43.45,253.706
43.25,64.702
44.29,208.52
44.18,175.364
43.98,188.484
43.61,208.578
43.69,161.9
43.07,193.646
43.1,172.86
42.09,205.784
43.04,182.7
43,156.728
44,197.26
42.19,295.866
40.83,215.536
42.05,162.458
42.3,193.878
42.61,149.524
43.74,167.108
45.34,181.664
45.25,84.934
45.1,137.724
45.16,109.802
45.48,188.786
45.83,164.8
47.11,231.078
47.45,205.278
47.76,192.29
48.97,254.692
48.76,190.434
49.86,299.194
50.41,286.874
49.62,343.472
48.8,540.178
48.5,241.086
48,212.89
47.97,150.658
48.21,147.75
47.35,111.794
48.23,156.49
48.45,146.568
47.3,166.252
46.57,316.582
47.14,165.234
47.45,209.704
46.68,202.934
46.04,172.764
46.7,188.554
46.57,145.076
47.25,114.956
47.4,77.438
47.94,156.192
48.07,95.77
47.87,143.224
47.18,116.488
46.74,100.64
46.73,120.078
47,162.15
46.51,186.394
44.86,220.202
44.5,331.2
43.82,272.842
44.4,308.776
44.88,265.802
44.6,214.912
43.57,200.064
44.21,184.744
44.78,202.946
45.43,202.976
44.28,209.942
43.75,264.516
42.56,280.288
43.26,173.058
43.37,142.532
42.97,200.028
45.05,320.292
45.29,202.072
46.69,284.41
45.15,240.576
44.84,185.974
44.57,174.184
46.99,237.09
47.53,169.508
47.9,177.056
48.86,173.704
49.3,210.798
49.71,224.23
50.63,226.496
50.99,227.944
49.3,236.728
49.25,332.236
56.24,905.658
55.97,346.908
55.08,260.066
54.95,204.074
54.87,176.284
54.78,192.006
55.84,192.278
55.95,200.808
54.76,204.652
57.97,328.78
57.5,198.402
58.35,219.094
58.25,201.466
58.32,205.694
56.4,292.664
54.59,530.966
52.4,294.832
53.86,248.918
53.92,155.79
53.2,203.606
53.74,228.79
52.4,313.606
54,345.534
27.18,261.081
28.1,199.478
27.67,192.049
27.66,139.869
27.98,190.847
28.9,256.351
28.3,165.372
28.85,154.43
29.76,237.019
30.5,250.081
30.4,209.331
30.8,186.451
31.16,166.718
32.82,288.017
32.84,300.556
31.81,185.009
32.2,162.678
32.52,179.882
33,183.372
33.01,169.899
32.74,175.377
32.24,117.669
32.58,147.96
32.77,112.818
32.53,116.587
32.87,158.094
32.38,123.674
32.55,151.366
34.19,273.707
34.38,156.2
35.36,202.608
36.27,247.392
35.77,150.092
36.51,213.741
35.34,285.254
34.54,162.423
34,274.969
33.14,355.976
31.24,875.327
30.98,264.626
30.36,196.619
30.8,190.833
31.15,187.587
31.01,135.66
30.75,186.543
29,320.203
29.63,195.135
30.15,194.933
29.32,260.794
28.97,157.623
28.75,214.845
30.22,255.972
30.38,245.927
30.8,187.473
31.12,162.657
30.61,122.508
30.59,177.292
28.23,301.545
28.46,276.42
26.7,301.772
26.39,189.977
27.24,244.497
27.81,248.053
27.93,187.793
27.88,162.784
28.77,159.236
29.16,196.098
28.54,223.583
28.97,276.575
28.83,172.287
29.19,130.244
29.08,165.374
29.5,155.181
29.49,97.56
29.57,83.275
29.07,127.627
28.7,113.817
29.04,166.681
30.16,172.477
30.31,127.827
30.1,163.312
30.47,186.602
30.7,163.538
31.12,113.125
31.99,174.764
33.55,282.456
33.4,169.159
33.94,233.361
33.5,150.49
34.04,187.022
33.48,170.635
33.75,222.398
33.33,156.951
33.25,112.856
32.72,152.188
33,182.182
34.15,301.837
34.49,257.069
35.14,221.003
35.45,212.641
35,149.344
35.15,171.18
35.49,162.337
35,161.527
34.55,126.644
34.48,312.84
36.28,494.923
35.15,228.616
35.03,196.575
35.4,198.014
35.69,222.916
34.57,159.439
35.93,279.37
36.75,356.432
35.24,177.183
35.39,156.987
36.52,209.681
36.5,132.452
36.72,134.325
37,164.369
38.15,229.254
39.25,253.775
37.95,198.123
37.85,254.281
37.32,153.685
37.63,149.378
37.19,141.604
37.82,166.401
38.3,165.452
38,131.081
37.41,151.601
37.37,151.891
37.78,154.01
37.41,159.366
36.5,172.561
37.05,146.91
37.64,164.952
38.15,62.309
38.24,138.951
38.19,109.651
38.03,132.048
39.4,224.375
39.79,158.909
39,120.075
38.93,177.189
37.44,140.068
38.64,189.007
38.58,100.197
38.32,102.666
38.47,100.885
38.59,97.105
38.36,182.923
37.54,136.409
37.53,183.304
37.16,123.935
37.35,112.977
37.5,60.455
38,110.958
37.99,112.91
38.4,101.602
38.21,69.557
38.2,75.566
38.9,254.828
38.54,266.253
36.98,184.691
36.5,208.353
36.46,185.963
36.76,174.828
36.58,197.119
36.18,232.747
36.32,185.265
36.7,276.977
37.46,427.096
38.2,443.032
36.42,302.391
36.11,266.08
35.52,314.774
34.76,265.214
35.74,257.675
35.49,214.508
35.24,178.537
35.44,207.122
35.28,186.336
36.34,334.952
35.67,167.424
35.3,168.502
35.19,145.889
34.91,173.215
34.66,182.851
33.72,326.374
34.7,200.058
34.41,200.653
34.92,203.919
34.82,221.762
34.79,162.035
33.98,124.361
33.82,181.426
32.92,347.571
31.49,554.573
31.96,201.149
33.77,252.664
32.67,202.225
32.6,153.572
32.48,178.961
32.57,174.998
33.31,176.792
33.73,178.393
33.15,218.244
32.56,193.812
32.21,133.648
31.83,197.62
32.28,208.808
32.35,179.52
31.98,137.602
31.73,207.964
31.77,184.494
31.98,195.706
31.33,139.171
32.09,231.62
32.5,206.244
32.84,235.447
33.6,282.679
34.2,253.9
34.77,279.554
35.27,278.533
35.4,202.759
35.42,235.74
35.25,205.75
35.14,111.063
35.09,117.585
34.5,226.819
34.46,168.861
34.2,198.553
33.41,270.085
33.09,192.012
33.33,341.585
35.25,501.044
35.91,277.316
35.88,318.698
35.59,238.836
35.42,179.212
35.14,148.613
34.93,161.593
34.75,156.661
34.85,132.315
34.6,220.428
35.5,234.109
35.29,169.263
35.08,142.022
34.65,99.917
34.37,132.27
34.88,195.371
35.37,189.067
35.35,158.559
35.5,154.739
35.8,131.784
36.58,237.69
36.99,212.671
36.64,137.719
37.1,216.162
37.1,174.213
36.42,149.951
37.19,155.477
37.47,102.566
37.35,124.983
38.9,281.538
38.71,131.507
38.79,128.133
38.74,124.16
38.95,228.483
37.45,201.211
37.48,184.551
37.5,142.169
37.51,115.863
37.05,127.812
37.11,227.539
36.74,122.287
36.98,159.528
36.84,127.532
37.31,162.192
37.32,121.481
37.31,155.477
36.4,134.682
36.11,120.447
36.24,133.462
35.94,164.819
35.17,166.995
34.85,98.616
35.08,160.867
34.97,135.857
34.77,163.543
34.87,155.154
35.81,202.33
36.49,196.658
36.98,168.975
37.5,147.222
37.16,123.722
36.78,110.193
38.02,326.855
34.35,826.233
33.76,377.785
33.77,275.615
34.08,232.526
34.3,168.192
34.37,204.975
34.31,118.716
34.06,162.361
33.69,126.371
34.2,175.819
34.68,182.406
34.6,111.434
34.28,118.738
34.18,130.662
34.32,99.874
34.77,180.479
35,223.919
34.88,133.061
34.87,112.445
34.66,118.671
34.73,104.437
34.73,121.542
34.47,128.104
34.1,210.544
33.33,169.127
33.68,232.495
33.62,125.649
33.81,98.334
33.78,114.276
33.67,134.96
33.39,130.355
33.51,118.485
33.37,68.49
33.78,125.133
34.26,125.453
33.93,174.644
33.6,152.479
34.34,185.803
34.71,193.466
34.5,150.174
33.99,104.048
33.77,208.583
33.47,154.299
33.11,145.789
33.1,218.96
32.41,182.594
32.25,149.037
32.55,135.482
32.61,122.469
32.8,116.228
33.7,222.091
34.1,156.97
34.12,131.845
34.37,143.31
33.93,146.42
34.3,218.361
34.29,122.532
34.9,152.278
34.84,165.047
34.71,160.896
33.85,162.546
33.62,174.252
34.3,219.946
34.76,350.103
35.94,632.54
36.94,292.67
36.33,284.234
35.49,195.919
35.38,144.411
35.75,171.256
35.66,116.05
35.92,141.238
37.27,248.671
38.71,419.321
38.04,178.862
38.28,168.808
37.99,116.561
38.18,116.527
38.5,144.344
38.04,122.176
38.75,137.224
39.05,122.344
38.72,101.125
38.61,119.816
40.07,394.646
42.5,447.96
42.41,307.476
42.98,279.155
42.65,263.895
43.45,214.71
42.84,82.53
41.77,231.909
41.59,286.982
40.84,316.087
41.25,200.696
41.85,144.114
41.03,153.894
41.18,163.568
40.63,156.449
40.54,128.516
40.87,111.169
40.54,97.763
41.4,172.647
41.68,230.342
41.84,209.008
42.67,218.05
42.89,185.637
41.36,152.695
41.05,116.269
41.68,95.483
41.1,50.702
40.94,116.729
40.48,115.679
40.35,101.166
39.56,122.33
41.22,242.277
41.9,205.49
41.73,128.291
43.57,294.184
43.66,162.669
43.34,162.872
42.31,261.914
41.99,189.217
41.08,309.608
40.39,417.97
36.16,1185.561
35.84,609.13
34.66,576.446
34.4,308.876
35.2,316.678
35.48,237.792
35.25,284.714
35.27,243.174
35.23,290.306
35.2,365.38
35,436.004
35.1,183.235
34.05,326.396
33.95,235.231
33.1,372.368
33.4,281.129
33.36,253.352
32.6,196.286
32.44,261.393
32.83,261.986
33.33,195.421
33.4,195.001
33.14,126.202
33.07,143.281
33.34,184.335
33.66,149.476
33.34,101.364
33.21,118.219
32.98,399.262
32.42,184.661
32.11,234.873
32.07,231.96
31.94,172.112
32.2,233.651
31.55,209.102
31.32,182.77
31.1,289.914
30.97,184.377
31,192.947
31.28,207.58
30.88,171.08
30.36,236.297
30.93,214.552
30.78,188.764
30.91,231.474
31.95,338.34
32.31,178.165
32.08,148.585
32.5,259.815
32.91,255.082
32.83,143.14
32.63,126.773
32.53,148.879
32.25,162.327
32.5,119.825
33.14,215.726
32.97,129.802
32.63,96.18
32.6,221.056
31.5,149.269
31.4,156.098
31.79,182.399
31.38,386.045
33.98,772.536
33.7,234.039
34.09,252.15
33.45,154.416
33.06,223.632
33.09,244.264
33.5,196.357
33.45,132.835
33.1,197.522
32.91,162.76
33,232.926
32.56,104.023
32.75,146.892
33.43,181.882
34,133.964
32.56,137.975
32.17,242.77
31.18,167.456
31.25,133.507
31.22,153.337
31.26,398.475
30.36,382.54
29.75,331.219
30.98,350.893
31.63,285.834
32.02,272.863
33.5,347.327
33.02,138.426
32.89,162.476
32.32,213.067
32,166.524
32.19,164.709
31.43,171.885
30.97,156.156
31.25,174.701
30.99,205.386
30.8,100.447
30.65,143.446
30.2,164.357
30,192.575
30.96,223.75
30.86,129.517
30.75,122.367
30.65,126.132
31.54,182.529
31.16,115.003
31.76,173.785
31.7,114.57
32.22,165.894
32.17,140.328
33,157.459
33.12,225.666
33.44,80.671
32.99,134.539
33.22,138.015
33.05,123.725
33.14,153.176
33.35,112.859
33.74,187.084
33.16,194.635
32.48,124.847
32.4,163.696
32.26,397.677
26.7,2043.39
26.21,546.597
26.06,361.871
27.23,426.313
27.19,213.888
27.51,200.738
27.5,251.53
27.5,215.848
27.55,164.926
27.12,186.131
27.1,181.162
27.05,154.685
27.58,116.079
27.11,128.472
27.7,193.328
27.85,147.361
27.8,125.979
27.72,92.522
27.8,106.401
28.2,152.985
28.46,125.894
29.32,172.516
29.97,196.113
29.52,115.752
29.65,108.918
29.47,88.374
29.13,89.836
29.28,62.038
29.25,104.047
29.01,98.888
29.14,131.193
29.02,88.793
29.53,115.736
29.48,114.256
29.01,128.006
28.51,184.344
28.32,97.818
28.73,129.36
29.22,100.05
29.37,152.484
29.24,95.655
29.57,195.503
29.39,156.85
29.13,1277.186
26.09,556.366
25.95,285.845
25.69,206.674
25.87,199.924
25.48,349.501
25.01,298.359
25.5,353.312
25.59,189.826
25.46,196.413
25,211.483
25.26,217.179
25.25,176.34
25.5,208.47
25.72,157.295
25.03,303.719
24.64,393.563
24.38,258.245
24.5,513.389
24.52,364.964
24.35,674.172
24.75,1116.609
23.59,422.804
23.27,497.956
23.5,263.012
23.64,317.04
24.64,401.106
25.33,384.358
25.6,296.472
26.4,352.958
26.7,334.928
26.62,263.002
26.6,348.245
26.7,153.138
26.7,225.636
27.15,284.427
27.25,233.848
27.65,274.286
27.5,213.666
27.62,168.765
27.5,201.457
27.5,221.127
27.33,385.085
27.05,179.552
27.04,202.72
27.34,211.383
28.56,320.558
28.49,93.844
28.5,199.223
27.24,149.408
27.4,193.751
27.15,149.163
27.25,200.558
27.3,280.127
27.61,271.182
27.45,352.028
27.16,224.07
26.78,192.622
26.7,129.169
27.38,319.716
27.23,204.286
26.97,144.003
27.22,272.273
26.97,194.312
26.5,189.738
26.31,249.056
25.75,270.506
25.88,146.661
25.61,84.005
25.88,124.218
25.72,119.084
25.82,162.978
26.26,263.527
26.92,325.122
27.87,642.646
28.04,257.137
28.05,256.215
28.92,402.4
29.37,284.575
29.5,209.711
29.88,244.484
29.4,177.961
28.99,238.694
28.34,247.577
27.9,231.998
27.54,437.281
29.2,810.175
29.05,283.562
28.52,213.348
28.21,168.59
28.39,135.766
28.48,141.003
28.71,179.052
28.92,164.831
28.8,111.633
29.56,245.068
30.15,291.626
30.24,155.617
30.16,181.722
29.77,183.162
29.68,128.023
30.86,308.211
31.65,281.603
32,367.748
32.21,200.265
31.77,279.992
32.08,154.851
32.18,215.335
32.84,282.952
31.64,315.052
31.47,304.878
31.23,240.129
30.89,181.366
31.9,214.69
31.06,334.726
31.03,160.143
31.04,137.151
30.15,727.499
30.11,359.916
30.24,182.638
30.04,236.049
30.07,154.409
30.11,197.993
30.19,99.838
30.35,122.038
31.39,266.673
31.44,129.898
31.7,127.279
31.74,129.07
31.66,94.031
31.7,131.625
31.73,138.15
31.6,94.25
31.4,86.688
32,123.246
31.87,78.362
32.09,138.781
32.24,124.08
32.02,127.976
31.73,161.411
31.42,139.048
31.5,120.063
31.79,143.591
32.14,432.238
28.9,1278.753
28.23,456.647
27.86,391.233
28.14,272.624
28.26,259.64
28.27,355.686
28.65,323.31
28.86,210.97
28.5,175.963
28.35,183.109
28.26,169.118
28.5,201.195
33.61,2456.114
30.98,412.439
31.1,280.182
30.44,235.331
30.69,265.702
30.08,138.388
30,208.959
29.42,222.268
29.37,329.448
29.13,235.35
29.8,354.872
29.86,189.559
29.35,191.313
29.37,279.644
28.88,191.229
28.73,103.346
28.73,139.815
28.38,160.468
28.85,158.591
29.13,123.988
28.78,134.288
28.59,204.948
28.11,335.082
27.73,342.323
27.45,186.185
27.52,148.565
27.66,222.036
27.41,312.107
27.64,189.194
27.52,238.169
28.34,709.194
29.4,659.675
28.17,334.964
27.94,178.858
27.79,337.969
27.77,212.322
28.18,253.24
27.66,139.97
27.49,171.245
27.38,138.425
27.27,210.11
27.25,116.434
27.14,160.719
27.14,122.845
27.33,175.158
27.57,246.355
27.05,219.707
26.97,200.823
26.97,185.227
26.74,308.045
27.8,536.561
26.72,651.259
26.34,295.379
25.89,380.561
25.46,266.315
25.34,289.81
25.32,218.824
24.49,333.733
24.49,357.838
23.88,209.766
23.93,215.758
23.4,220.304
23.7,210.989
23.39,197.021
23.15,289.48
23.7,200.753
23.87,171.98
24.45,240.525
24.22,229.398
24.74,213.176
24.7,187.071
24,187.677
23.15,296.522
23.63,195.282
23.74,133.389
23.48,259.629
23.52,187.637
23.36,156.03
23.73,111.911
23.76,165.238
23.1,180.306
22.69,245.999
22.91,181.725
22.83,130.525
24.5,435.986
24.4,230.71
24.32,139.221
24.05,125.919
23.85,152.46
23.84,172.075
23.94,165.537
23.96,103.09
25,288.686
25.1,205.94
25.21,281.21
25.37,258.679
25.61,173.12
26.21,530.749
26.4,275.978
26.65,337.213
27.07,186.924
26.95,213.652
26.89,221.556
27.1,169.387
27.24,151.334
27.38,180.525
27.29,192.036
28.16,283.896
28.17,150.607
28.76,195.395
28.7,148.471
28.68,252.983
28.51,221.305
28.4,229.941
27.48,562.753
29.2,750.677
29.6,281.522
29.96,419.33
30,277.501
30.88,454.062
30.98,336.031
31.62,387.066
33.99,660.181
34.08,836.858
31.64,524.173
31.75,347.62
31.1,269.133
31.21,340.903
32.37,435.203
31.79,636.644
29.3,570.698
28.24,581.606
26.38,451.997
26.2,312.642
26.24,341.233
26.44,381.837
25.75,279.208
27.13,530.444
27.35,330.662
27.25,256.725
26.58,233.201
26.4,92.494
26.25,241.746
26,194.845
26.7,232.393
26.71,179.297
27.33,239.94
27.2,152.501
26.73,146.688
26.73,211.709
26.02,192.365
26.11,114.432
25.57,260.749
25.65,285.791
25,202.412
24.75,237.874
24.47,151.255
24.03,378.771
23.35,277.356
23.69,265.473
23.8,210.307
24.1,240.946
24.19,248.618
24.25,98.216
24.15,160.415
23.71,137.73
23.43,147.826
24.15,256.717
24.19,201.797
23.81,207.458
23.56,247.694
23.65,229.74
22.8,466.627
24.57,523.421
24.13,272.974
23.76,185.529
23.49,319.11
22.75,381.553
22.17,288.126
21.61,412.393
21.03,381.262
20.34,420.642
21.75,398.233
22.37,283.868
21.9,324.731
20.9,792.3
20.81,1159.933
19.35,414.498
29.83,4382.488
29.5,1448.14
29.57,685.837
29.33,556.488
29.19,442.488
29.22,556.189
30.05,672.537
29.84,424.456
30.07,570.477
30.25,380.456
30.15,401.252
29.42,386.796
29.04,293.388
29.17,346.819
28.64,261.578
28.57,324.706
28.55,260.13
28.49,276.641
28.82,301.132
28.41,238.605
28.08,227.651
28.07,283.05
28.78,302.801
28.98,345.91
29.18,282.66
28.98,296.985
29.16,220.774
29.02,183.383
28.27,754.29
27.96,443.86
26.64,337.719
27.72,380.744
27.79,233.175
27.91,298.645
28.07,173.608
28.75,337.596
28.78,152.715
28.5,155.584
29.09,342.742
29.12,172.246
28.62,204.836
28.6,301.804
28.22,145.354
28.45,282.907
28.15,294.551
27.82,179.356
27.95,317.683
28.69,326.712
28.61,184.337
28.34,141.595
28.25,120.966
28.4,92.049
28.4,108.488
28.67,252.922
28.68,183.687
28.88,285.64
28.35,311.344
28.08,259.44
26.93,505.231
27.09,208.693
27.48,366.78
27.78,310.341
28.34,520.71
29.73,804.473
24.93,2793.184
26.25,1801
25.71,846.983
26.44,613.086
26.19,306.869
25.88,413.194
26.84,813.512
27.36,645.711
27.98,797.487
27.95,613.183
28.33,553.486
28.2,294.509
27.95,383.172
27.61,247.374
27.74,240.357
27.63,207.039
27.48,217.856
27.36,179.053
27.1,177.718
26.81,263.794
26.6,255.86
27.05,299.736
26.64,301.673
27.08,377.584
26.86,172.783
26.58,118.54
26.46,133.154
26.33,1224.121
23.48,1184.677
23.58,447.119
23.58,228.088
23.22,142.559
22.87,190.013
22.53,346.069
22.12,298.192
23.71,852.117
22.24,195.309
21.89,239.939
21.46,302.368
21.2,171.735
20.49,366.347
21.9,584.181
21.75,219.238
24.25,842.459
24.66,342.346
24.8,219.804
24.1,185.018
23.89,231.419
23.24,227.85
22.08,257.409
22.6,207.387
23.49,319.479
22.55,233.754
22.19,246.456
21.7,297.865
22.48,482.797
21.06,244.225
21.19,204.062
21.17,137.338
20.34,170.238
20.18,250.168
20.15,166.211
20.12,197.77
19.77,140.644
19.91,144.152
20.18,146.99
20.25,140.175
20.19,136.4
20.28,129.037
20.6,138.837
20.48,119.545
20.57,111.033
20.82,149.451
20.52,148.674
19.91,128.51
19.65,164.265
19.18,169.951
19.68,110.875
19.4,137.793
19.2,87.705
19.45,93.001
19.76,117.295
19.6,112.049
19.77,169.437
19,115.571
18.81,238.925
18.34,170.891
18.37,164.474
18.19,252.717
17.79,196.196
18.57,284.08
19.17,213.011
19.14,325.672
19.35,338.97
19.08,288.193
20.82,372.863
20.79,316.491
19.6,169.119
19.13,202.301
19.19,127.662
19.56,145.121
19.25,149.228
18.92,395.703
17.62,236.723
17.31,137.25
16.85,234.162
16.44,258.249
16.07,428.621
15.49,276.964
14.58,316.511
13.9,408.089
12.92,386.832
13.51,260.497
13.93,269.097
12.55,275.299
13.73,1076.742
13.5,389.748
13.03,250.106
12.74,283.855
12.84,356.71
12.7,277.513
12.33,297.181
12.19,163.723
12.4,227.957
12.61,214.43
13.18,267.571
13.36,240.176
12.89,103.856
13.49,249.8
14.84,712.641
14.89,444.317
12.5,472.804
12.4,167.081
11.67,332.946
11.34,290.467
11.17,252.127
11.5,190.724
10.94,146.014
12.4,516.71
11.58,576.808
10.01,373.118
9.48,298.953
10.27,224.526
10.2,168.892
10.58,136.4
11.59,123.976
11.98,262.425
12.5,462.549
11.5,240.946
11.48,184.478
11.7,199.739
12.49,337.822
12.54,289.434
13.57,466.96
13.36,265.287
13.23,246.367
13.29,201.311
13.48,185.441
13.43,127.83
13.27,149.979
13.32,175.519
13.08,129.464
12.65,74.747
12.48,25.001
12.38,38.739
12.46,99.135
12,74.806
12.3,90.855
12.85,95.146
13.01,119.899
13.24,100.56
13.16,249.959
13.07,143.55
13.56,192.81
13.1,199.769
12.79,257.204
12.53,235.952
12.35,252.475
11.97,247.837
11.8,186.92
11.59,158.922
11.51,172.017
11.55,158.64
11.28,164.698
11.37,337.082
12.38,356.868
12.24,221.241
12.15,215.089
12.32,212.23
12.71,186.697
13.23,229.338
13.52,175.668
13.84,175.946
14,156.862
13.9,241.484
12.91,137.266
12.66,154.525
12.99,111.393
12.58,157.084
12.53,124.343
12.59,125.376
12.27,164.855
12.35,165.173
12.86,225.293
12.79,161.957
13.39,265.719
13.33,203.926
12.97,209.349
12.87,165.097
13.49,240.762
13.07,184.77
13.18,309.942
13.45,231.197
13.4,227.309
13.5,175.05
13.6,166.825
13.64,125.226
13.66,194.488
14.04,167.194
13.95,263.243
14.14,259.543
13.87,220.793
14.12,182
14.02,172.936
13.88,167.464
13.61,242.234
13.61,224.262
13.14,165.588
13.1,120.66
13.12,145.404
13.14,288.231
13.39,185.349
13.24,119.357
13.1,123.064
13.01,112.41
13.59,172.858
14.54,350.676
14.42,151.517
14.09,123.832
14.53,191.565
14.52,198.004
14.25,134.705
14.59,542.377
15.39,654.078
14.74,329.432
14.94,258.03
14.55,226.406
14.05,188.565
14.35,165.709
14.6,258.833
14.5,237.217
14.25,250.946
14.99,352.332
15,191.058
15.1,243.285
15.3,224.612
15.83,394.924
15.5,314.033
14.95,235.854
14.86,208.418
15.1,225.259
15.18,186.295
15.34,136.76
15.31,157.816
15.12,151.868
15.17,191.505
15.44,199.53
15.53,189.774
15.24,191.316
15.84,295.575
16.65,279.261
16.75,152.867
16.5,263.581
16.71,190.014
16.99,173.114
16.49,136.926
16.5,130.832
16.72,157.712
16.46,150.423
16.47,169.629
16.68,232.517
16.38,151.16
16.03,165.213
15.64,161.854
15.84,203.231
15.61,264.887
14.9,158.663
15.6,309.797
15.67,198.278
15.8,264.491
16.01,123.24
15.9,160.339
15.69,127.161
15.28,169.199
14.93,136.907
14.93,220.217
14.69,153.527
14.68,155.982
15.18,230.612
15.06,131.744
15.22,130.395
15.74,188.136
16.25,219.195
16.91,325.147
17.43,277.608
17.11,336.018
17.48,536.155
17.68,375.249
17.59,199.447
17.48,199.518
17.49,361.526
16.2,1268.077
15.14,1008.89
14.89,626.599
14.62,439.769
14.68,430.848
14.91,509.101
14.86,356.595
14.9,282.61
14.68,183.509
14.65,178.232
14.76,242.562
15.07,401.93
15.14,288.171
14.78,292.683
14.78,147.973
14.91,155.015
14.9,155.799
14.96,235.377
15.19,261.71
15.21,228.506
15.14,158.453
15,304.11
15.08,339.182
14.8,154.205
14.68,306.153
14.33,235.915
14.43,146.619
14.64,170.039
14.66,177.122
14.86,190.963
15.63,490.833
15.68,268.607
15.58,194.512
16.49,646.682
17.11,535.947
17.79,620.1
17.7,864.026
17.23,268.269
17.22,305.888
17.6,368.143
17.32,264.937
17.15,207.014
17.47,264.122
17.66,316.001
17.94,398.782
17.72,248.716
17.35,326.853
17.13,222.249
17.35,214.276
17.49,124.567
17.86,279.669
17.48,290.157
17.11,169.047
17,194.925
17.03,175.08
16.89,243.373
16.85,204.79
17.29,178.78
17.41,383.204
18.02,462.045
17.75,160.181
17.75,177.604
17.2,212.131
16.87,199.178
16.77,250.448
16.38,391.467
16.37,223.217
15.9,152.582
15.79,172.402
15.9,186.971
16,277.325
16.03,135.625
16.19,148.319
16.36,240.974
16.16,163.461
16.28,102.101
16.1,264.538
16.19,261.252
16.11,222.495
16.13,127.754
15.85,268.91
15.74,161.273
15.65,245.014
15.49,197.74
15.35,213.706
15.09,114.529
15.1,175.87
15.19,170.965
15.5,178.078
15.38,171.962
15.38,175.76
15.65,180.352
15.9,311.606
15.54,253.969
15.57,187.43
15.9,226.075
15.97,180.863
15.88,132.729
15.82,206.375
15.96,261.567
16.14,300.211
16.17,178.061
16.08,106.316
16.7,235.841
16.75,47.366
16.94,115.043
16.97,134.502
16.99,81.88
16.96,95.156
17.2,165.874
17.23,117.181
17.3,164.22
16.9,318.163
16.76,154.7
16.83,161.819
16.86,156.724
16.98,169.556
17.23,167.156
17.25,184.15
16.96,151.826
16.68,144.195
16.58,218.584
16.21,251.328
16.11,196.837
16.17,439.794
16.49,417.01
15.96,301.595
15.67,396.646
15.3,298.657
15.32,275.552
15.6,247.306
15.52,276.681
15.25,207.138
15.47,198.564
15.24,167.169
15.02,365.181
15.25,245.095
15.19,189.264
15.48,214.472
15.52,127.319
15.6,137.001
15.71,154.079
15.68,104.635
15.51,183.467
15.71,192.842
